,title,id,genres,cast,keywords,plot,word_soup
2647,The Midnight Meat Train,10185,"['mystery', 'drama', 'crime']","['bradleycooper', 'vinniejones', 'brookeshields']","['photographer', 'butcher', 'vegetarian']","The photographer Leon lives with his girlfriend and waitress Maya waiting for a chance to get in the photo business. When Maya contacts their friend Jurgis, he schedules a meeting for Leon with the successful owner of arts gallery Susan Hoff; she analyzes Leon's work and asks him to improve the quality of his photos. During the night, the upset Leon decides to wander on the streets taking pictures with his camera, and he follows three punks down to the subway station; when the gang attacks a young woman, Leon defends her and the guys move on. On the next morning, Leon discovers that the woman is missing. He goes to the police station, but Detective Lynn Hadley does not give much attention to him and discredits his statement. Leon becomes obsessed to find what happened with the stranger and he watches the subway station. When he sees the elegant butcher Mahogany in the train, Leon believes he might be a murderer and stalks him everywhere, in the beginning of his journey to the darkness.",photographer butcher vegetarian mystery drama crime bradleycooper vinniejones brookeshields
2648,Winnie Mandela,75033,['drama'],"['eliaskoteas', 'terrencehoward', 'jenniferhudson']","['biography', 'nelsonmandela']",A drama that chronicles the life of Winnie Mandela from her childhood through her marriage and her husband's incarceration.,biography nelsonmandela drama eliaskoteas terrencehoward jenniferhudson
2649,The Son of No One,74536,"['drama', 'thriller', 'crime']","['channingtatum', 'alpacino', 'juliettebinoche']",[],A rookie cop is assigned to the 118 Precinct in the same district where he grew up. The Precinct Captain starts receiving letters about two unsolved murders that happened many years ago in the housing projects when the rookie cop was just a kid. These letters bring back bad memories and old secrets that begin to threaten his career and break up his family., drama thriller crime channingtatum alpacino juliettebinoche
2650,All The Queen's Men,31668,"['action', 'comedy', 'drama']","['mattleblanc', 'eddieizzard', 'jamescosmo']","['transvestism', 'worldwarii']","A mismatched team of British Special Services agents led by an American must infiltrate, in disguise, a female-run Enigma factory in Berlin and bring back the decoding device that will end the war.",transvestism worldwarii action comedy drama mattleblanc eddieizzard jamescosmo
2651,The Good Night,13501,"['comedy', 'drama', 'romance']","['penélopecruz', 'martinfreeman', 'gwynethpaltrow']","['dream', 'midlifecrisis', 'luciddreaming']","Gary, a musician, is trapped in an unhappy relationship with his live-in lover, Dora. He becomes enthralled with a beautiful seductress who enters his dreams, and tries to control his dream-state so he can spend more and more time with her. When Gary sees his mystery woman's face on a bus billboard, he discovers she is real, and fate brings him an opportunity to meet her.",dream midlifecrisis luciddreaming comedy drama romance penélopecruz martinfreeman gwynethpaltrow
2652,Bathory,15208,"['drama', 'fantasy']","['annafriel', 'karelroden', 'hansmatheson']","['sex', 'legend', 'countess']","Bathory is based on the legends surrounding the life and deeds of Countess Elizabeth Bathory known as the greatest murderess in the history of mankind. Contrary to popular belief, Elizabeth Bathory was a modern Renaissance woman who ultimately fell victim to mens aspirations for power and wealth.",sex legend countess drama fantasy annafriel karelroden hansmatheson
2653,Khumba,172391,"['animation', 'adventure', 'family']","['jaket.austin', 'liamneeson', 'stevebuscemi']","['3d', 'khumba']",A half-striped zebra is blamed for the drought and leaves his herd in search of his missing stripes. He is joined on his quest by an overprotective wildebeest and a flamboyant ostrich; they defeat the tyrannical leopard and save his herd.,3d khumba animation adventure family jaket.austin liamneeson stevebuscemi
2654,Autómata,262543,"['thriller', 'sciencefiction']","['antoniobanderas', 'birgittehjortsørensen', 'dylanmcdermott']","['artificialintelligence', 'rain', 'future']","Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",artificialintelligence rain future thriller sciencefiction antoniobanderas birgittehjortsørensen dylanmcdermott
2655,Dungeons & Dragons: Wrath of the Dragon God,9288,"['action', 'adventure', 'fantasy']","['brucepayne', 'markdymond', 'clemencyburton-hill']","['fighter', 'royalty', 'curse']","Due to a curse from his former master Profion, Damodar survived his death by Ridley Freeborn as an undead entity in pursuit of an evil artifact for some hundred years, so that he might be capable of unleashing unstoppable destruction on Izmir and the descendants of those who caused his demise.",fighter royalty curse action adventure fantasy brucepayne markdymond clemencyburton-hill
2656,Chiamatemi Francesco - Il Papa della gente,370980,['drama'],"['rodrigodelaserna', 'sergiohernández', 'àlexbrendemühl']","['pope', 'biography']",,pope biography drama rodrigodelaserna sergiohernández àlexbrendemühl
2657,新宿事件,20083,"['drama', 'action', 'thriller']","['jackiechan', 'naototakenaka', 'danielwu']","['drugstealing', 'yakluza', 'shinjuku']","Iron Zhao aka Steelhead, a truck repairman from China's Northeast, and settles down as an illegal immigrant in Tokyo. After a series of run-ins with the Yakuza, he rises to power as the Don of Chinese illegal immigrants. However, things get out of control when he's foolish enough to believe in clean getaways in a world that offers none, and soon comes to seal his own fate.",drugstealing yakluza shinjuku drama action thriller jackiechan naototakenaka danielwu
2658,Pandaemonium,40880,"['drama', 'foreign']","['linusroache', 'johnhannah', 'samanthamorton']",[],"Set in England during the early 19th century, Pandaemonium evokes late-1960s America in its depiction of the relationship between Samuel Taylor Coleridge (Linus Roach) and William Wordsworth (John Hannah). Instead of going to Vietnam, Wordsworth goes off to fight against the French while Coleridge stays at home and promotes utopianism. After the war, the poets live and work together with Coleridge's wife, Sara (Samantha Morton), and Wordsworth's sister, Dorothy (Emily Woof). At first this communal arrangement works to the advantage of Coleridge--who does some of his best writing while Wordsworth stagnates--until Coleridge becomes addicted to opium. Wordsworth, meanwhile, doesn't find his voice until he abandons his friend. In 20th-century vernacular, Wordsworth is the yuppie, Coleridge the hippie.", drama foreign linusroache johnhannah samanthamorton
2659,Groundhog Day,137,"['romance', 'fantasy', 'drama']","['billmurray', 'andiemacdowell', 'chriselliott']","['dejavu', 'groundhog', 'weatherforecast']","A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",dejavu groundhog weatherforecast romance fantasy drama billmurray andiemacdowell chriselliott
2660,Magic Mike XXL,264999,"['comedy', 'drama', 'music']","['channingtatum', 'mattbomer', 'joemanganiello']","['malefriendship', 'stripclub', 'roadtrip']","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",malefriendship stripclub roadtrip comedy drama music channingtatum mattbomer joemanganiello
2661,Romeo + Juliet,454,"['drama', 'romance']","['leonardodicaprio', 'clairedanes', 'johnleguizamo']","['shakespeare', 'forbiddenlove', 'gunviolence']","In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",shakespeare forbiddenlove gunviolence drama romance leonardodicaprio clairedanes johnleguizamo
2662,Elle s'appelait Sarah,53457,"['drama', 'war']","['kristinscottthomas', 'nielsarestrup', 'frédéricpierrot']",[],"On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being send to get deported. Sarah however managed to lock her little brother in a closed just before the police entered their appartment.Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.", drama war kristinscottthomas nielsarestrup frédéricpierrot
2663,Freedom,288980,['drama'],"['cubagoodingjr.', 'williamsadler', 'sharonleal']","['ship', 'freedom', 'slave']","Two men separated by 100 years are united in their search for freedom. In 1856 a slave, Samuel Woodward and his family, escape from the Monroe Plantation near Richmond, Virginia. A secret network of ordinary people known as the Underground Railroad guide the family on their journey north to Canada. They are relentlessly pursued by the notorious slave hunter Plimpton. Hunted like a dog and haunted by the unthinkable suffering he and his forbears have endured, Samuel is forced to decide between revenge or freedom. 100 years earlier in 1748, John Newton the Captain of a slave trader sails from Africa with a cargo of slaves, bound for America. On board is Samuel's great grandfather whose survival is tied to the fate of Captain Newton. The voyage changes Newton's life forever and he creates a legacy that will inspire Samuel and the lives of millions for generations to come.",ship freedom slave drama cubagoodingjr. williamsadler sharonleal
2664,Unforgiven,33,['western'],"['clinteastwood', 'genehackman', 'morganfreeman']","['prostitute', 'sheriff', 'bounty']","William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",prostitute sheriff bounty western clinteastwood genehackman morganfreeman
2665,Manderlay,1951,['drama'],"['brycedallashoward', 'isaachdebankolé', 'dannyglover']","['southernusa', 'slavery', 'duringcreditsstinger']","In 1933, after leaving Dogville, Grace Margaret Mulligan sees a slave being punished at a cotton farm called Manderlay. Officially slavery is illegal and Grace stands up against the owners of the farm. She stays with some gangsters in Manderlay and tries to influence the situation. But when harvest time comes Grace sees the social and economic reality of Manderlay.",southernusa slavery duringcreditsstinger drama brycedallashoward isaachdebankolé dannyglover
